,rate,lower,upper,year,tax_type
4805,66.0,22000,26000,1953,Jointly
4806,67.0,26000,32000,1953,Jointly
4807,68.0,32000,38000,1953,Jointly
4808,72.0,38000,44000,1953,Jointly
4809,75.0,44000,50000,1953,Jointly
4810,77.0,50000,60000,1953,Jointly
4811,80.0,60000,70000,1953,Jointly
4812,83.0,70000,80000,1953,Jointly
4813,85.0,80000,90000,1953,Jointly
4814,88.0,90000,100000,1953,Jointly
4815,90.0,100000,150000,1953,Jointly
4816,91.0,150000,200000,1953,Jointly
4817,92.0,200000,10000000,1953,Jointly
4818,22.2,0,200,1953,Separately
4819,24.6,2000,4000,1953,Separately
4820,29.0,4000,6000,1953,Separately
4821,34.0,6000,8000,1953,Separately
4822,38.0,8000,10000,1953,Separately
4823,42.0,10000,12000,1953,Separately
4824,48.0,12000,14000,1953,Separately
4825,53.0,14000,16000,1953,Separately
4826,56.0,16000,18000,1953,Separately
4827,59.0,18000,20000,1953,Separately
4828,62.0,20000,22000,1953,Separately
4829,66.0,22000,26000,1953,Separately
4830,67.0,26000,32000,1953,Separately
4831,68.0,32000,38000,1953,Separately
4832,72.0,38000,44000,1953,Separately
4833,75.0,44000,50000,1953,Separately
4834,77.0,50000,60000,1953,Separately
4835,80.0,60000,70000,1953,Separately
4836,83.0,70000,80000,1953,Separately
4837,85.0,80000,90000,1953,Separately
4838,88.0,90000,100000,1953,Separately
4839,90.0,100000,150000,1953,Separately
4840,91.0,150000,200000,1953,Separately
4841,92.0,200000,10000000,1953,Separately
4842,22.2,0,200,1953,Single
4843,24.6,2000,4000,1953,Single
4844,29.0,4000,6000,1953,Single
4845,34.0,6000,8000,1953,Single
4846,38.0,8000,10000,1953,Single
4847,42.0,10000,12000,1953,Single
4848,48.0,12000,14000,1953,Single
4849,53.0,14000,16000,1953,Single
4850,56.0,16000,18000,1953,Single
4851,59.0,18000,20000,1953,Single
4852,62.0,20000,22000,1953,Single
4853,66.0,22000,26000,1953,Single
4854,67.0,26000,32000,1953,Single
4855,68.0,32000,38000,1953,Single
4856,72.0,38000,44000,1953,Single
4857,75.0,44000,50000,1953,Single
4858,77.0,50000,60000,1953,Single
4859,80.0,60000,70000,1953,Single
4860,83.0,70000,80000,1953,Single
4861,85.0,80000,90000,1953,Single
4862,88.0,90000,100000,1953,Single
4863,90.0,100000,150000,1953,Single
4864,91.0,150000,200000,1953,Single
4865,92.0,200000,10000000,1953,Single
4866,21.0,2000,4000,1954,Head
4867,24.0,4000,6000,1954,Head
4868,26.0,6000,8000,1954,Head
4869,30.0,8000,10000,1954,Head
4870,32.0,10000,12000,1954,Head
4871,36.0,12000,14000,1954,Head
4872,39.0,14000,16000,1954,Head
4873,42.0,16000,18000,1954,Head
4874,43.0,18000,20000,1954,Head
4875,47.0,20000,22000,1954,Head
4876,49.0,22000,24000,1954,Head
4877,52.0,24000,28000,1954,Head
4878,54.0,28000,32000,1954,Head
4879,58.0,32000,38000,1954,Head
4880,62.0,38000,44000,1954,Head
4881,66.0,44000,50000,1954,Head
4882,68.0,50000,60000,1954,Head
4883,71.0,60000,70000,1954,Head
4884,74.0,70000,80000,1954,Head
4885,76.0,80000,90000,1954,Head
4886,80.0,90000,100000,1954,Head
4887,83.0,100000,150000,1954,Head
4888,87.0,150000,200000,1954,Head
4889,90.0,200000,300000,1954,Head
4890,91.0,300000,10000000,1954,Head
4891,20.0,0,4000,1954,Jointly
4892,20.0,0,200,1954,Jointly
4893,22.0,4000,8000,1954,Jointly
4894,22.0,2000,4000,1954,Jointly
4895,26.0,8000,12000,1954,Jointly
4896,26.0,4000,6000,1954,Jointly
4897,30.0,12000,16000,1954,Jointly
4898,30.0,6000,8000,1954,Jointly
4899,34.0,16000,20000,1954,Jointly
4900,34.0,8000,10000,1954,Jointly
4901,38.0,20000,24000,1954,Jointly
4902,38.0,10000,12000,1954,Jointly
4903,43.0,24000,28000,1954,Jointly
4904,43.0,12000,14000,1954,Jointly
4905,47.0,28000,32000,1954,Jointly
4906,47.0,14000,16000,1954,Jointly
4907,50.0,32000,36000,1954,Jointly
4908,50.0,16000,18000,1954,Jointly
4909,53.0,36000,40000,1954,Jointly
4910,53.0,18000,20000,1954,Jointly
4911,56.0,40000,44000,1954,Jointly
4912,56.0,20000,22000,1954,Jointly
4913,59.0,44000,52000,1954,Jointly
4914,59.0,22000,26000,1954,Jointly
4915,62.0,52000,64000,1954,Jointly
4916,62.0,26000,32000,1954,Jointly
4917,65.0,64000,76000,1954,Jointly
4918,65.0,32000,38000,1954,Jointly
4919,69.0,76000,88000,1954,Jointly
4920,69.0,38000,44000,1954,Jointly
4921,72.0,88000,100000,1954,Jointly
4922,72.0,44000,50000,1954,Jointly
4923,75.0,100000,120000,1954,Jointly
4924,75.0,50000,60000,1954,Jointly
4925,78.0,120000,140000,1954,Jointly
4926,78.0,60000,70000,1954,Jointly
4927,81.0,140000,160000,1954,Jointly
4928,81.0,70000,80000,1954,Jointly
4929,84.0,160000,180000,1954,Jointly
4930,84.0,80000,90000,1954,Jointly
4931,87.0,180000,200000,1954,Jointly
4932,87.0,90000,100000,1954,Jointly
4933,89.0,200000,300000,1954,Jointly
4934,89.0,100000,150000,1954,Jointly
4935,90.0,300000,400000,1954,Jointly
4936,90.0,150000,200000,1954,Jointly
4937,91.0,400000,10000000,1954,Jointly
4938,91.0,200000,10000000,1954,Jointly
4939,20.0,0,200,1954,Separately
4940,22.0,2000,4000,1954,Separately
4941,26.0,4000,6000,1954,Separately
4942,30.0,6000,8000,1954,Separately
4943,34.0,8000,10000,1954,Separately
4944,38.0,10000,12000,1954,Separately
4945,43.0,12000,14000,1954,Separately
4946,47.0,14000,16000,1954,Separately
4947,50.0,16000,18000,1954,Separately
4948,53.0,18000,20000,1954,Separately
4949,56.0,20000,22000,1954,Separately
4950,59.0,22000,26000,1954,Separately
4951,62.0,26000,32000,1954,Separately
4952,65.0,32000,38000,1954,Separately
4953,69.0,38000,44000,1954,Separately
4954,72.0,44000,50000,1954,Separately
4955,75.0,50000,60000,1954,Separately
4956,78.0,60000,70000,1954,Separately
4957,81.0,70000,80000,1954,Separately
4958,84.0,80000,90000,1954,Separately
4959,87.0,90000,100000,1954,Separately
4960,89.0,100000,150000,1954,Separately
4961,90.0,150000,200000,1954,Separately
4962,91.0,200000,10000000,1954,Separately
4963,20.0,0,200,1954,Single
4964,22.0,2000,4000,1954,Single
4965,26.0,4000,6000,1954,Single
4966,30.0,6000,8000,1954,Single
4967,34.0,8000,10000,1954,Single
4968,38.0,10000,12000,1954,Single
4969,43.0,12000,14000,1954,Single
4970,47.0,14000,16000,1954,Single
4971,50.0,16000,18000,1954,Single
4972,53.0,18000,20000,1954,Single
4973,56.0,20000,22000,1954,Single
4974,59.0,22000,26000,1954,Single
4975,62.0,26000,32000,1954,Single
4976,65.0,32000,38000,1954,Single
4977,69.0,38000,44000,1954,Single
4978,72.0,44000,50000,1954,Single
4979,75.0,50000,60000,1954,Single
4980,78.0,60000,70000,1954,Single
4981,81.0,70000,80000,1954,Single
4982,84.0,80000,90000,1954,Single
4983,87.0,90000,100000,1954,Single
4984,89.0,100000,150000,1954,Single
4985,90.0,150000,200000,1954,Single
4986,91.0,200000,10000000,1954,Single
4987,20.0,0,2000,1955,Head
4988,21.0,2000,4000,1955,Head
4989,24.0,4000,6000,1955,Head
4990,26.0,6000,8000,1955,Head
4991,30.0,8000,10000,1955,Head
4992,32.0,10000,12000,1955,Head
4993,36.0,12000,14000,1955,Head
4994,39.0,14000,16000,1955,Head
4995,42.0,16000,18000,1955,Head
4996,43.0,18000,20000,1955,Head
4997,47.0,20000,22000,1955,Head
4998,49.0,22000,24000,1955,Head
4999,52.0,24000,28000,1955,Head
5000,54.0,28000,32000,1955,Head
5001,58.0,32000,38000,1955,Head
5002,62.0,38000,44000,1955,Head
5003,66.0,44000,50000,1955,Head
5004,68.0,50000,60000,1955,Head
5005,71.0,60000,70000,1955,Head
5006,74.0,70000,80000,1955,Head
5007,76.0,80000,90000,1955,Head
5008,80.0,90000,100000,1955,Head
5009,83.0,100000,150000,1955,Head
5010,87.0,150000,200000,1955,Head
5011,90.0,200000,300000,1955,Head
5012,91.0,300000,10000000,1955,Head
5013,20.0,0,200,1955,Separately
5014,22.0,2000,4000,1955,Separately
5015,26.0,4000,6000,1955,Separately
5016,30.0,6000,8000,1955,Separately
5017,34.0,8000,10000,1955,Separately
5018,38.0,10000,12000,1955,Separately
5019,43.0,12000,14000,1955,Separately
5020,47.0,14000,16000,1955,Separately
5021,50.0,16000,18000,1955,Separately
5022,53.0,18000,20000,1955,Separately
5023,56.0,20000,22000,1955,Separately
5024,59.0,22000,26000,1955,Separately
5025,62.0,26000,32000,1955,Separately
5026,65.0,32000,38000,1955,Separately
5027,69.0,38000,44000,1955,Separately
5028,72.0,44000,50000,1955,Separately
5029,75.0,50000,60000,1955,Separately
5030,78.0,60000,70000,1955,Separately
5031,81.0,70000,80000,1955,Separately
5032,84.0,80000,90000,1955,Separately
5033,87.0,90000,100000,1955,Separately
5034,89.0,100000,150000,1955,Separately
5035,90.0,150000,200000,1955,Separately
5036,91.0,200000,10000000,1955,Separately
5037,20.0,0,200,1955,Single
5038,22.0,2000,4000,1955,Single
5039,26.0,4000,6000,1955,Single
5040,30.0,6000,8000,1955,Single
5041,34.0,8000,10000,1955,Single
5042,38.0,10000,12000,1955,Single
5043,43.0,12000,14000,1955,Single
5044,47.0,14000,16000,1955,Single
5045,50.0,16000,18000,1955,Single
5046,53.0,18000,20000,1955,Single
5047,56.0,20000,22000,1955,Single
5048,59.0,22000,26000,1955,Single
5049,62.0,26000,32000,1955,Single
5050,65.0,32000,38000,1955,Single
5051,69.0,38000,44000,1955,Single
5052,72.0,44000,50000,1955,Single
5053,75.0,50000,60000,1955,Single
5054,78.0,60000,70000,1955,Single
5055,81.0,70000,80000,1955,Single
5056,84.0,80000,90000,1955,Single
5057,87.0,90000,100000,1955,Single
5058,89.0,100000,150000,1955,Single
5059,90.0,150000,200000,1955,Single
5060,91.0,200000,10000000,1955,Single
5061,21.0,2000,4000,1956,Head
5062,24.0,4000,6000,1956,Head
5063,26.0,6000,8000,1956,Head
5064,30.0,8000,10000,1956,Head
5065,32.0,10000,12000,1956,Head
5066,36.0,12000,14000,1956,Head
5067,39.0,14000,16000,1956,Head
5068,42.0,16000,18000,1956,Head
5069,43.0,18000,20000,1956,Head
5070,47.0,20000,22000,1956,Head
5071,49.0,22000,24000,1956,Head
5072,52.0,24000,28000,1956,Head
5073,54.0,28000,32000,1956,Head
5074,58.0,32000,38000,1956,Head
5075,62.0,38000,44000,1956,Head
5076,66.0,44000,50000,1956,Head
5077,68.0,50000,60000,1956,Head
5078,71.0,60000,70000,1956,Head
5079,74.0,70000,80000,1956,Head
5080,76.0,80000,90000,1956,Head
5081,80.0,90000,100000,1956,Head
5082,83.0,100000,150000,1956,Head
5083,87.0,150000,200000,1956,Head
5084,90.0,200000,300000,1956,Head
5085,91.0,300000,10000000,1956,Head
5086,20.0,0,4000,1956,Jointly
5087,22.0,4000,8000,1956,Jointly
5088,26.0,8000,12000,1956,Jointly
5089,30.0,12000,16000,1956,Jointly
5090,34.0,16000,20000,1956,Jointly
5091,38.0,20000,24000,1956,Jointly
5092,43.0,24000,28000,1956,Jointly
5093,47.0,28000,32000,1956,Jointly
5094,50.0,32000,36000,1956,Jointly
5095,53.0,36000,40000,1956,Jointly
5096,56.0,40000,44000,1956,Jointly
5097,59.0,44000,52000,1956,Jointly
5098,62.0,52000,64000,1956,Jointly
5099,65.0,64000,76000,1956,Jointly
5100,69.0,76000,88000,1956,Jointly
5101,72.0,88000,100000,1956,Jointly
5102,75.0,100000,120000,1956,Jointly
5103,78.0,120000,140000,1956,Jointly
5104,81.0,140000,160000,1956,Jointly
5105,84.0,160000,180000,1956,Jointly
5106,87.0,180000,200000,1956,Jointly
5107,89.0,200000,300000,1956,Jointly
5108,90.0,300000,400000,1956,Jointly
5109,91.0,400000,10000000,1956,Jointly
5110,20.0,0,200,1956,Separately
5111,22.0,2000,4000,1956,Separately
5112,26.0,4000,6000,1956,Separately
5113,30.0,6000,8000,1956,Separately
5114,34.0,8000,10000,1956,Separately
5115,38.0,10000,12000,1956,Separately
5116,43.0,12000,14000,1956,Separately
5117,47.0,14000,16000,1956,Separately
5118,50.0,16000,18000,1956,Separately
5119,53.0,18000,20000,1956,Separately
5120,56.0,20000,22000,1956,Separately
5121,59.0,22000,26000,1956,Separately
5122,62.0,26000,32000,1956,Separately
5123,65.0,32000,38000,1956,Separately
5124,69.0,38000,44000,1956,Separately
5125,72.0,44000,50000,1956,Separately
5126,75.0,50000,60000,1956,Separately
5127,78.0,60000,70000,1956,Separately
5128,81.0,70000,80000,1956,Separately
5129,84.0,80000,90000,1956,Separately
5130,87.0,90000,100000,1956,Separately
5131,89.0,100000,150000,1956,Separately
5132,90.0,150000,200000,1956,Separately
5133,91.0,200000,10000000,1956,Separately
5134,20.0,0,200,1956,Single
5135,22.0,2000,4000,1956,Single
5136,26.0,4000,6000,1956,Single
5137,30.0,6000,8000,1956,Single
5138,34.0,8000,10000,1956,Single
5139,38.0,10000,12000,1956,Single
5140,43.0,12000,14000,1956,Single
5141,47.0,14000,16000,1956,Single
5142,50.0,16000,18000,1956,Single
5143,53.0,18000,20000,1956,Single
5144,56.0,20000,22000,1956,Single
5145,59.0,22000,26000,1956,Single
5146,62.0,26000,32000,1956,Single
5147,65.0,32000,38000,1956,Single
5148,69.0,38000,44000,1956,Single
5149,72.0,44000,50000,1956,Single
5150,75.0,50000,60000,1956,Single
5151,78.0,60000,70000,1956,Single
5152,81.0,70000,80000,1956,Single
5153,84.0,80000,90000,1956,Single
5154,87.0,90000,100000,1956,Single
5155,89.0,100000,150000,1956,Single
5156,90.0,150000,200000,1956,Single
5157,91.0,200000,10000000,1956,Single
5158,20.0,0,2000,1957,Head
5159,21.0,2000,4000,1957,Head
5160,24.0,4000,6000,1957,Head
5161,26.0,6000,8000,1957,Head
5162,30.0,8000,10000,1957,Head
5163,32.0,10000,12000,1957,Head
5164,36.0,12000,14000,1957,Head
5165,39.0,14000,16000,1957,Head
5166,42.0,16000,18000,1957,Head
5167,43.0,18000,20000,1957,Head
5168,47.0,20000,22000,1957,Head
5169,49.0,22000,24000,1957,Head
5170,52.0,24000,28000,1957,Head
5171,54.0,28000,32000,1957,Head
5172,58.0,32000,38000,1957,Head
5173,62.0,38000,44000,1957,Head
5174,66.0,44000,50000,1957,Head
5175,68.0,50000,60000,1957,Head
5176,71.0,60000,70000,1957,Head
5177,74.0,70000,80000,1957,Head
5178,76.0,80000,90000,1957,Head
5179,80.0,90000,100000,1957,Head
5180,83.0,100000,150000,1957,Head
5181,87.0,150000,200000,1957,Head
5182,90.0,200000,300000,1957,Head
5183,91.0,300000,10000000,1957,Head
5184,20.0,0,4000,1957,Jointly
5185,22.0,4000,8000,1957,Jointly
5186,26.0,8000,12000,1957,Jointly
5187,30.0,12000,16000,1957,Jointly
5188,34.0,16000,20000,1957,Jointly
5189,38.0,20000,24000,1957,Jointly
5190,43.0,24000,28000,1957,Jointly
5191,47.0,28000,32000,1957,Jointly
5192,50.0,32000,36000,1957,Jointly
5193,53.0,36000,40000,1957,Jointly
5194,56.0,40000,44000,1957,Jointly
5195,59.0,44000,52000,1957,Jointly
5196,62.0,52000,64000,1957,Jointly
5197,65.0,64000,76000,1957,Jointly
5198,69.0,76000,88000,1957,Jointly
5199,72.0,88000,100000,1957,Jointly
5200,75.0,100000,120000,1957,Jointly
5201,78.0,120000,140000,1957,Jointly
5202,81.0,140000,160000,1957,Jointly
5203,84.0,160000,180000,1957,Jointly
5204,87.0,180000,200000,1957,Jointly
5205,89.0,200000,300000,1957,Jointly
5206,90.0,300000,400000,1957,Jointly
5207,91.0,400000,10000000,1957,Jointly
5208,20.0,0,200,1957,Separately
5209,22.0,2000,4000,1957,Separately
5210,26.0,4000,6000,1957,Separately
5211,30.0,6000,8000,1957,Separately
5212,34.0,8000,10000,1957,Separately
5213,38.0,10000,12000,1957,Separately
5214,43.0,12000,14000,1957,Separately
5215,47.0,14000,16000,1957,Separately
5216,50.0,16000,18000,1957,Separately
5217,53.0,18000,20000,1957,Separately
5218,56.0,20000,22000,1957,Separately
5219,59.0,22000,26000,1957,Separately
5220,62.0,26000,32000,1957,Separately
5221,65.0,32000,38000,1957,Separately
5222,69.0,38000,44000,1957,Separately
5223,72.0,44000,50000,1957,Separately
5224,75.0,50000,60000,1957,Separately
5225,78.0,60000,70000,1957,Separately
5226,81.0,70000,80000,1957,Separately
5227,84.0,80000,90000,1957,Separately
5228,87.0,90000,100000,1957,Separately
5229,89.0,100000,150000,1957,Separately
5230,90.0,150000,200000,1957,Separately
5231,91.0,200000,10000000,1957,Separately
5232,20.0,0,200,1957,Single
5233,22.0,2000,4000,1957,Single
5234,26.0,4000,6000,1957,Single
5235,30.0,6000,8000,1957,Single
5236,34.0,8000,10000,1957,Single
5237,38.0,10000,12000,1957,Single
5238,43.0,12000,14000,1957,Single
5239,47.0,14000,16000,1957,Single
5240,50.0,16000,18000,1957,Single
5241,53.0,18000,20000,1957,Single
5242,56.0,20000,22000,1957,Single
5243,59.0,22000,26000,1957,Single
5244,62.0,26000,32000,1957,Single
5245,65.0,32000,38000,1957,Single
5246,69.0,38000,44000,1957,Single
5247,72.0,44000,50000,1957,Single
5248,75.0,50000,60000,1957,Single
5249,78.0,60000,70000,1957,Single
5250,81.0,70000,80000,1957,Single
5251,84.0,80000,90000,1957,Single
5252,87.0,90000,100000,1957,Single
5253,89.0,100000,150000,1957,Single
5254,90.0,150000,200000,1957,Single
5255,91.0,200000,10000000,1957,Single
5256,21.0,2000,4000,1958,Head
5257,24.0,4000,6000,1958,Head
5258,26.0,6000,8000,1958,Head
5259,30.0,8000,10000,1958,Head
5260,32.0,10000,12000,1958,Head
5261,36.0,12000,14000,1958,Head
5262,39.0,14000,16000,1958,Head
5263,42.0,16000,18000,1958,Head
5264,43.0,18000,20000,1958,Head
5265,47.0,20000,22000,1958,Head
5266,49.0,22000,24000,1958,Head
5267,52.0,24000,28000,1958,Head
5268,54.0,28000,32000,1958,Head
5269,58.0,32000,38000,1958,Head
5270,62.0,38000,44000,1958,Head
5271,66.0,44000,50000,1958,Head
5272,68.0,50000,60000,1958,Head
5273,71.0,60000,70000,1958,Head
5274,74.0,70000,80000,1958,Head
5275,76.0,80000,90000,1958,Head
5276,80.0,90000,100000,1958,Head
5277,83.0,100000,150000,1958,Head
5278,87.0,150000,200000,1958,Head
5279,90.0,200000,300000,1958,Head
5280,91.0,300000,10000000,1958,Head
5281,20.0,0,4000,1958,Jointly
5282,22.0,4000,8000,1958,Jointly
5283,26.0,8000,12000,1958,Jointly
5284,30.0,12000,16000,1958,Jointly
5285,34.0,16000,20000,1958,Jointly
5286,38.0,20000,24000,1958,Jointly
5287,43.0,24000,28000,1958,Jointly
5288,47.0,28000,32000,1958,Jointly
5289,50.0,32000,36000,1958,Jointly
5290,53.0,36000,40000,1958,Jointly
5291,56.0,40000,44000,1958,Jointly
5292,59.0,44000,52000,1958,Jointly
5293,62.0,52000,64000,1958,Jointly
5294,65.0,64000,76000,1958,Jointly
5295,69.0,76000,88000,1958,Jointly
5296,72.0,88000,100000,1958,Jointly
5297,75.0,100000,120000,1958,Jointly
5298,78.0,120000,140000,1958,Jointly
5299,81.0,140000,160000,1958,Jointly
5300,84.0,160000,180000,1958,Jointly
5301,87.0,180000,200000,1958,Jointly
5302,89.0,200000,300000,1958,Jointly
5303,90.0,300000,400000,1958,Jointly
5304,91.0,400000,10000000,1958,Jointly
5305,20.0,0,200,1958,Separately
5306,22.0,2000,4000,1958,Separately
5307,26.0,4000,6000,1958,Separately
5308,30.0,6000,8000,1958,Separately
5309,34.0,8000,10000,1958,Separately
5310,38.0,10000,12000,1958,Separately
5311,43.0,12000,14000,1958,Separately
5312,47.0,14000,16000,1958,Separately
5313,50.0,16000,18000,1958,Separately
5314,53.0,18000,20000,1958,Separately
5315,56.0,20000,22000,1958,Separately
5316,59.0,22000,26000,1958,Separately
5317,62.0,26000,32000,1958,Separately
5318,65.0,32000,38000,1958,Separately
5319,69.0,38000,44000,1958,Separately
5320,72.0,44000,50000,1958,Separately
5321,75.0,50000,60000,1958,Separately
5322,78.0,60000,70000,1958,Separately
5323,81.0,70000,80000,1958,Separately
5324,84.0,80000,90000,1958,Separately
5325,87.0,90000,100000,1958,Separately
5326,89.0,100000,150000,1958,Separately
5327,90.0,150000,200000,1958,Separately
5328,91.0,200000,10000000,1958,Separately
5329,20.0,0,200,1958,Single
5330,22.0,2000,4000,1958,Single
5331,26.0,4000,6000,1958,Single
5332,30.0,6000,8000,1958,Single
5333,34.0,8000,10000,1958,Single
5334,38.0,10000,12000,1958,Single
5335,43.0,12000,14000,1958,Single
5336,47.0,14000,16000,1958,Single
5337,50.0,16000,18000,1958,Single
5338,53.0,18000,20000,1958,Single
5339,56.0,20000,22000,1958,Single
5340,59.0,22000,26000,1958,Single
5341,62.0,26000,32000,1958,Single
5342,65.0,32000,38000,1958,Single
5343,69.0,38000,44000,1958,Single
5344,72.0,44000,50000,1958,Single
5345,75.0,50000,60000,1958,Single
5346,78.0,60000,70000,1958,Single
5347,81.0,70000,80000,1958,Single
5348,84.0,80000,90000,1958,Single
5349,87.0,90000,100000,1958,Single
5350,89.0,100000,150000,1958,Single
5351,90.0,150000,200000,1958,Single
5352,91.0,200000,10000000,1958,Single
5353,20.0,0,2000,1959,Head
5354,21.0,2000,4000,1959,Head
5355,24.0,4000,6000,1959,Head
5356,26.0,6000,8000,1959,Head
5357,30.0,8000,10000,1959,Head
5358,32.0,10000,12000,1959,Head
5359,36.0,12000,14000,1959,Head
5360,39.0,14000,16000,1959,Head
5361,42.0,16000,18000,1959,Head
5362,43.0,18000,20000,1959,Head
5363,47.0,20000,22000,1959,Head
5364,49.0,22000,24000,1959,Head
5365,52.0,24000,28000,1959,Head
5366,54.0,28000,32000,1959,Head
5367,58.0,32000,38000,1959,Head
5368,62.0,38000,44000,1959,Head
5369,66.0,44000,50000,1959,Head
5370,68.0,50000,60000,1959,Head
5371,71.0,60000,70000,1959,Head
5372,74.0,70000,80000,1959,Head
5373,76.0,80000,90000,1959,Head
5374,80.0,90000,100000,1959,Head
5375,83.0,100000,150000,1959,Head
5376,87.0,150000,200000,1959,Head
5377,90.0,200000,300000,1959,Head
5378,91.0,300000,10000000,1959,Head
5379,20.0,0,4000,1959,Jointly
5380,22.0,4000,8000,1959,Jointly
5381,26.0,8000,12000,1959,Jointly
5382,30.0,12000,16000,1959,Jointly
5383,34.0,16000,20000,1959,Jointly
5384,38.0,20000,24000,1959,Jointly
5385,43.0,24000,28000,1959,Jointly
5386,47.0,28000,32000,1959,Jointly
5387,50.0,32000,36000,1959,Jointly
5388,53.0,36000,40000,1959,Jointly
5389,56.0,40000,44000,1959,Jointly
5390,59.0,44000,52000,1959,Jointly
5391,62.0,52000,64000,1959,Jointly
5392,65.0,64000,76000,1959,Jointly
5393,69.0,76000,88000,1959,Jointly
5394,72.0,88000,100000,1959,Jointly
5395,75.0,100000,120000,1959,Jointly
5396,78.0,120000,140000,1959,Jointly
5397,81.0,140000,160000,1959,Jointly
5398,84.0,160000,180000,1959,Jointly
5399,87.0,180000,200000,1959,Jointly
5400,89.0,200000,300000,1959,Jointly
5401,90.0,300000,400000,1959,Jointly
5402,91.0,400000,10000000,1959,Jointly
5403,20.0,0,200,1959,Separately
5404,22.0,2000,4000,1959,Separately
5405,26.0,4000,6000,1959,Separately
5406,30.0,6000,8000,1959,Separately
5407,34.0,8000,10000,1959,Separately
5408,38.0,10000,12000,1959,Separately
5409,43.0,12000,14000,1959,Separately
5410,47.0,14000,16000,1959,Separately
5411,50.0,16000,18000,1959,Separately
5412,53.0,18000,20000,1959,Separately
5413,56.0,20000,22000,1959,Separately
5414,59.0,22000,26000,1959,Separately
5415,62.0,26000,32000,1959,Separately
5416,65.0,32000,38000,1959,Separately
5417,69.0,38000,44000,1959,Separately
5418,72.0,44000,50000,1959,Separately
5419,75.0,50000,60000,1959,Separately
5420,78.0,60000,70000,1959,Separately
5421,81.0,70000,80000,1959,Separately
5422,84.0,80000,90000,1959,Separately
5423,87.0,90000,100000,1959,Separately
5424,89.0,100000,150000,1959,Separately
5425,90.0,150000,200000,1959,Separately
5426,91.0,200000,10000000,1959,Separately
5427,20.0,0,200,1959,Single
5428,22.0,2000,4000,1959,Single
5429,26.0,4000,6000,1959,Single
5430,30.0,6000,8000,1959,Single
5431,34.0,8000,10000,1959,Single
5432,38.0,10000,12000,1959,Single
5433,43.0,12000,14000,1959,Single
5434,47.0,14000,16000,1959,Single
5435,50.0,16000,18000,1959,Single
5436,53.0,18000,20000,1959,Single
5437,56.0,20000,22000,1959,Single
5438,59.0,22000,26000,1959,Single
5439,62.0,26000,32000,1959,Single
5440,65.0,32000,38000,1959,Single
5441,69.0,38000,44000,1959,Single
5442,72.0,44000,50000,1959,Single
5443,75.0,50000,60000,1959,Single
5444,78.0,60000,70000,1959,Single
5445,81.0,70000,80000,1959,Single
5446,84.0,80000,90000,1959,Single
5447,87.0,90000,100000,1959,Single
5448,89.0,100000,150000,1959,Single
5449,90.0,150000,200000,1959,Single
5450,91.0,200000,10000000,1959,Single
5451,21.0,2000,4000,1960,Head
5452,24.0,4000,6000,1960,Head
5453,26.0,6000,8000,1960,Head
5454,30.0,8000,10000,1960,Head
5455,32.0,10000,12000,1960,Head
5456,36.0,12000,14000,1960,Head
5457,39.0,14000,16000,1960,Head
5458,42.0,16000,18000,1960,Head
5459,43.0,18000,20000,1960,Head
5460,47.0,20000,22000,1960,Head
5461,49.0,22000,24000,1960,Head
5462,52.0,24000,28000,1960,Head
5463,54.0,28000,32000,1960,Head
5464,58.0,32000,38000,1960,Head
5465,62.0,38000,44000,1960,Head
5466,66.0,44000,50000,1960,Head
5467,68.0,50000,60000,1960,Head
5468,71.0,60000,70000,1960,Head
5469,74.0,70000,80000,1960,Head
5470,76.0,80000,90000,1960,Head
5471,80.0,90000,100000,1960,Head
5472,83.0,100000,150000,1960,Head
5473,87.0,150000,200000,1960,Head
5474,90.0,200000,300000,1960,Head
5475,91.0,300000,10000000,1960,Head
5476,20.0,0,4000,1960,Jointly
5477,22.0,4000,8000,1960,Jointly
5478,26.0,8000,12000,1960,Jointly
5479,30.0,12000,16000,1960,Jointly
5480,34.0,16000,20000,1960,Jointly
5481,38.0,20000,24000,1960,Jointly
5482,43.0,24000,28000,1960,Jointly
5483,47.0,28000,32000,1960,Jointly
5484,50.0,32000,36000,1960,Jointly
5485,53.0,36000,40000,1960,Jointly
5486,56.0,40000,44000,1960,Jointly
5487,59.0,44000,52000,1960,Jointly
5488,62.0,52000,64000,1960,Jointly
5489,65.0,64000,76000,1960,Jointly
5490,69.0,76000,88000,1960,Jointly
5491,72.0,88000,100000,1960,Jointly
5492,75.0,100000,120000,1960,Jointly
5493,78.0,120000,140000,1960,Jointly
5494,81.0,140000,160000,1960,Jointly
5495,84.0,160000,180000,1960,Jointly
5496,87.0,180000,200000,1960,Jointly
5497,89.0,200000,300000,1960,Jointly
5498,90.0,300000,400000,1960,Jointly
5499,91.0,400000,10000000,1960,Jointly
5500,20.0,0,200,1960,Separately
5501,22.0,2000,4000,1960,Separately
5502,26.0,4000,6000,1960,Separately
5503,30.0,6000,8000,1960,Separately
5504,34.0,8000,10000,1960,Separately
5505,38.0,10000,12000,1960,Separately
5506,43.0,12000,14000,1960,Separately
5507,47.0,14000,16000,1960,Separately
5508,50.0,16000,18000,1960,Separately
5509,53.0,18000,20000,1960,Separately
5510,56.0,20000,22000,1960,Separately
5511,59.0,22000,26000,1960,Separately
5512,62.0,26000,32000,1960,Separately
