,rate,lower,upper,year,tax_type
7590,19.0,11800,15000,1981,Head
7591,21.0,15000,18200,1981,Head
7592,25.0,18200,23500,1981,Head
7593,29.0,23500,28800,1981,Head
7594,34.0,28800,34100,1981,Head
7595,37.0,34100,44700,1981,Head
7596,44.0,44700,60600,1981,Head
7597,48.0,60600,81800,1981,Head
7598,50.0,81800,10000000,1981,Head
7599,0.0,0,3400,1981,Jointly
7600,11.0,3400,5500,1981,Jointly
7601,13.0,5500,7600,1981,Jointly
7602,15.0,7600,11900,1981,Jointly
7603,17.0,11900,16000,1981,Jointly
7604,19.0,16000,20200,1981,Jointly
7605,23.0,20200,24600,1981,Jointly
7606,26.0,24600,29900,1981,Jointly
7607,30.0,29900,35200,1981,Jointly
7608,35.0,35200,45800,1981,Jointly
7609,40.0,45800,60000,1981,Jointly
7610,44.0,60000,85600,1981,Jointly
7611,48.0,85600,109400,1981,Jointly
7612,50.0,109400,10000000,1981,Jointly
7613,0.0,0,170,1981,Separately
7614,11.0,1700,2750,1981,Separately
7615,13.0,2750,3800,1981,Separately
7616,15.0,3800,5950,1981,Separately
7617,17.0,5950,8000,1981,Separately
7618,19.0,8000,10100,1981,Separately
7619,23.0,10100,12300,1981,Separately
7620,26.0,12300,14950,1981,Separately
7621,30.0,14950,17600,1981,Separately
7622,35.0,17600,22900,1981,Separately
7623,40.0,22900,30000,1981,Separately
7624,44.0,30000,42800,1981,Separately
7625,48.0,42800,54700,1981,Separately
7626,50.0,54700,10000000,1981,Separately
7627,11.0,2300,3400,1981,Single
7628,13.0,3400,4400,1981,Single
7629,15.0,4400,8500,1981,Single
7630,17.0,8500,10800,1981,Single
7631,19.0,10800,12900,1981,Single
7632,21.0,12900,15000,1981,Single
7633,24.0,15000,18200,1981,Single
7634,28.0,18200,23500,1981,Single
7635,32.0,23500,28800,1981,Single
7636,36.0,28800,34100,1981,Single
7637,40.0,34100,41500,1981,Single
7638,45.0,41500,55300,1981,Single
7639,50.0,55300,10000000,1981,Single
7640,0.0,0,2300,1982,Head
7641,12.0,2300,4400,1982,Head
7642,14.0,4400,6500,1982,Head
7643,16.0,6500,8700,1982,Head
7644,20.0,8700,11800,1982,Head
7645,22.0,11800,15000,1982,Head
7646,23.0,15000,18200,1982,Head
7647,28.0,18200,23500,1982,Head
7648,32.0,23500,28800,1982,Head
7649,38.0,28800,34100,1982,Head
7650,41.0,34100,44700,1982,Head
7651,49.0,44700,60600,1982,Head
7652,50.0,60600,10000000,1982,Head
7653,0.0,0,3400,1982,Jointly
7654,12.0,3400,5500,1982,Jointly
7655,14.0,5500,7600,1982,Jointly
7656,16.0,7600,11900,1982,Jointly
7657,19.0,11900,16000,1982,Jointly
7658,22.0,16000,20200,1982,Jointly
7659,25.0,20200,24600,1982,Jointly
7660,29.0,24600,29900,1982,Jointly
7661,33.0,29900,35200,1982,Jointly
7662,39.0,35200,45800,1982,Jointly
7663,44.0,45800,60000,1982,Jointly
7664,49.0,60000,85600,1982,Jointly
7665,50.0,85600,10000000,1982,Jointly
7666,0.0,0,170,1982,Separately
7667,12.0,1700,2750,1982,Separately
7668,14.0,2750,3800,1982,Separately
7669,16.0,3800,5950,1982,Separately
7670,19.0,5950,8000,1982,Separately
7671,22.0,8000,10100,1982,Separately
7672,25.0,10100,12300,1982,Separately
7673,29.0,12300,14950,1982,Separately
7674,33.0,14950,17600,1982,Separately
7675,39.0,17600,22900,1982,Separately
7676,44.0,22900,30000,1982,Separately
7677,49.0,30000,42800,1982,Separately
7678,50.0,42800,10000000,1982,Separately
7679,0.0,0,2300,1982,Single
7680,12.0,2300,3400,1982,Single
7681,14.0,3400,4400,1982,Single
7682,16.0,4400,6500,1982,Single
7683,17.0,6500,8500,1982,Single
7684,19.0,8500,10800,1982,Single
7685,22.0,10800,12900,1982,Single
7686,23.0,12900,15000,1982,Single
7687,27.0,15000,18200,1982,Single
7688,31.0,18200,23500,1982,Single
7689,35.0,23500,28800,1982,Single
7690,40.0,28800,34100,1982,Single
7691,44.0,34100,41500,1982,Single
7692,50.0,41500,10000000,1982,Single
7693,0.0,0,2300,1983,Head
7694,14.0,2300,4400,1983,Head
7695,16.0,4400,6500,1983,Head
7696,18.0,6500,8700,1983,Head
7697,22.0,8700,11800,1983,Head
7698,24.0,11800,15000,1983,Head
7699,26.0,15000,18200,1983,Head
7700,31.0,18200,23500,1983,Head
7701,36.0,23500,28800,1983,Head
7702,42.0,28800,34100,1983,Head
7703,46.0,34100,44700,1983,Head
7704,54.0,44700,60600,1983,Head
7705,59.0,60600,81800,1983,Head
7706,63.0,81800,108300,1983,Head
7707,68.0,108300,161300,1983,Head
7708,70.0,161300,10000000,1983,Head
7709,0.0,0,3400,1983,Jointly
7710,14.0,3400,5500,1983,Jointly
7711,16.0,5500,7600,1983,Jointly
7712,18.0,7600,11900,1983,Jointly
7713,21.0,11900,16000,1983,Jointly
7714,24.0,16000,20200,1983,Jointly
7715,28.0,20200,24600,1983,Jointly
7716,32.0,24600,29900,1983,Jointly
7717,37.0,29900,35200,1983,Jointly
7718,43.0,35200,45800,1983,Jointly
7719,49.0,45800,60000,1983,Jointly
7720,54.0,60000,85600,1983,Jointly
7721,59.0,85600,109400,1983,Jointly
7722,64.0,109400,162400,1983,Jointly
7723,68.0,162400,215400,1983,Jointly
7724,70.0,215400,10000000,1983,Jointly
7725,0.0,0,170,1983,Separately
7726,14.0,1700,2750,1983,Separately
7727,16.0,2750,3800,1983,Separately
7728,18.0,3800,5950,1983,Separately
7729,21.0,5950,8000,1983,Separately
7730,24.0,8000,10100,1983,Separately
7731,28.0,10100,12300,1983,Separately
7732,32.0,12300,14950,1983,Separately
7733,37.0,14950,17600,1983,Separately
7734,43.0,17600,22900,1983,Separately
7735,49.0,22900,30000,1983,Separately
7736,54.0,30000,42800,1983,Separately
7737,59.0,42800,54700,1983,Separately
7738,64.0,54700,81200,1983,Separately
7739,68.0,81200,107700,1983,Separately
7740,70.0,107700,10000000,1983,Separately
7741,0.0,0,2300,1983,Single
7742,14.0,2300,3400,1983,Single
7743,16.0,3400,4400,1983,Single
7744,18.0,4400,6500,1983,Single
7745,19.0,6500,8500,1983,Single
7746,21.0,8500,10800,1983,Single
7747,24.0,10800,12900,1983,Single
7748,26.0,12900,15000,1983,Single
7749,30.0,15000,18200,1983,Single
7750,34.0,18200,23500,1983,Single
7751,39.0,23500,28800,1983,Single
7752,44.0,28800,34100,1983,Single
7753,49.0,34100,41500,1983,Single
7754,55.0,41500,55300,1983,Single
7755,63.0,55300,81800,1983,Single
7756,68.0,81800,108300,1983,Single
7757,70.0,108300,10000000,1983,Single
7758,11.0,2390,4580,1984,Head
7759,12.0,4580,6760,1984,Head
7760,14.0,6760,9050,1984,Head
7761,17.0,9050,12280,1984,Head
7762,18.0,12280,15610,1984,Head
7763,20.0,15610,18940,1984,Head
7764,24.0,18940,24460,1984,Head
7765,28.0,24460,29970,1984,Head
7766,32.0,29970,35490,1984,Head
7767,35.0,35490,46520,1984,Head
7768,42.0,46520,63070,1984,Head
7769,45.0,63070,85130,1984,Head
7770,48.0,85130,112720,1984,Head
7771,50.0,112720,10000000,1984,Head
7772,0.0,0,3540,1984,Jointly
7773,11.0,3540,5720,1984,Jointly
7774,12.0,5720,7910,1984,Jointly
7775,14.0,7910,12390,1984,Jointly
7776,16.0,12390,16650,1984,Jointly
7777,18.0,16650,21020,1984,Jointly
7778,22.0,21020,25600,1984,Jointly
7779,25.0,25600,31120,1984,Jointly
7780,28.0,31120,36630,1984,Jointly
7781,33.0,36630,47670,1984,Jointly
7782,38.0,47670,62450,1984,Jointly
7783,42.0,62450,89090,1984,Jointly
7784,45.0,89090,113860,1984,Jointly
7785,49.0,113860,169020,1984,Jointly
7786,50.0,169020,10000000,1984,Jointly
7787,0.0,0,177,1984,Separately
7788,11.0,1770,2860,1984,Separately
7789,12.0,2860,3950,1984,Separately
7790,14.0,3955,6190,1984,Separately
7791,16.0,6195,8320,1984,Separately
7792,18.0,8325,10510,1984,Separately
7793,22.0,10510,12800,1984,Separately
7794,25.0,12800,15560,1984,Separately
7795,28.0,15560,18310,1984,Separately
7796,33.0,18315,23830,1984,Separately
7797,38.0,23835,31220,1984,Separately
7798,42.0,31225,44540,1984,Separately
7799,45.0,44545,56930,1984,Separately
7800,49.0,56930,84510,1984,Separately
7801,50.0,84510,10000000,1984,Separately
7802,11.0,2390,3540,1984,Single
7803,12.0,3540,4580,1984,Single
7804,14.0,4580,6760,1984,Single
7805,15.0,6760,8850,1984,Single
7806,16.0,8850,11240,1984,Single
7807,18.0,11240,13430,1984,Single
7808,20.0,13430,15610,1984,Single
7809,23.0,15610,18940,1984,Single
7810,26.0,18940,24460,1984,Single
7811,30.0,24460,29970,1984,Single
7812,34.0,29970,35490,1984,Single
7813,38.0,35490,43190,1984,Single
7814,42.0,43190,57550,1984,Single
7815,48.0,57550,85130,1984,Single
7816,50.0,85130,10000000,1984,Single
7817,0.0,0,2300,1985,Head
7818,11.0,2300,4400,1985,Head
7819,12.0,4400,6500,1985,Head
7820,14.0,6500,8700,1985,Head
7821,17.0,8700,11800,1985,Head
7822,18.0,11800,15000,1985,Head
7823,20.0,15000,18200,1985,Head
7824,24.0,18200,23500,1985,Head
7825,28.0,23500,28800,1985,Head
7826,32.0,28800,34100,1985,Head
7827,35.0,34100,44700,1985,Head
7828,42.0,44700,60600,1985,Head
7829,45.0,60600,81800,1985,Head
7830,48.0,81800,108300,1985,Head
7831,50.0,108300,10000000,1985,Head
7832,0.0,0,3400,1985,Jointly
7833,11.0,3400,5500,1985,Jointly
7834,12.0,5500,7600,1985,Jointly
7835,14.0,7600,11900,1985,Jointly
7836,16.0,11900,16000,1985,Jointly
7837,18.0,16000,20200,1985,Jointly
7838,22.0,20200,24600,1985,Jointly
7839,25.0,24600,29900,1985,Jointly
7840,28.0,29900,35200,1985,Jointly
7841,33.0,35200,45800,1985,Jointly
7842,38.0,45800,60000,1985,Jointly
7843,42.0,60000,85600,1985,Jointly
7844,45.0,85600,109400,1985,Jointly
7845,49.0,109400,162400,1985,Jointly
7846,50.0,162400,10000000,1985,Jointly
7847,0.0,0,170,1985,Separately
7848,11.0,1700,2750,1985,Separately
7849,12.0,2750,3800,1985,Separately
7850,14.0,3800,5950,1985,Separately
7851,16.0,5950,8000,1985,Separately
7852,18.0,8000,10100,1985,Separately
7853,22.0,10100,12300,1985,Separately
7854,25.0,12300,14950,1985,Separately
7855,28.0,14950,17600,1985,Separately
7856,33.0,17600,22900,1985,Separately
7857,38.0,22900,30000,1985,Separately
7858,42.0,30000,42800,1985,Separately
7859,45.0,42800,54700,1985,Separately
7860,49.0,54700,81200,1985,Separately
7861,50.0,81200,10000000,1985,Separately
7862,0.0,0,2300,1985,Single
7863,11.0,2300,3400,1985,Single
7864,12.0,3400,4400,1985,Single
7865,14.0,4400,6500,1985,Single
7866,15.0,6500,8500,1985,Single
7867,16.0,8500,10800,1985,Single
7868,18.0,10800,12900,1985,Single
7869,20.0,12900,15000,1985,Single
7870,23.0,15000,18200,1985,Single
7871,26.0,18200,23500,1985,Single
7872,30.0,23500,28800,1985,Single
7873,34.0,28800,34100,1985,Single
7874,38.0,34100,41500,1985,Single
7875,42.0,41500,55300,1985,Single
7876,48.0,55300,81800,1985,Single
7877,50.0,81800,10000000,1985,Single
7878,28.0,23900,10000000,1986,Head
7879,15.0,0,29750,1986,Jointly
7880,28.0,29750,10000000,1986,Jointly
7881,15.0,0,1487,1986,Separately
7882,28.0,14875,10000000,1986,Separately
7883,28.0,17850,10000000,1986,Single
7884,11.0,0,2500,1987,Head
7885,15.0,2500,23000,1987,Head
7886,28.0,23000,38000,1987,Head
7887,35.0,38000,80000,1987,Head
7888,38.5,80000,10000000,1987,Head
7889,11.0,0,3000,1987,Jointly
7890,15.0,3000,28000,1987,Jointly
7891,28.0,28000,45000,1987,Jointly
7892,35.0,45000,90000,1987,Jointly
7893,38.5,90000,10000000,1987,Jointly
7894,11.0,0,150,1987,Separately
7895,15.0,1500,14000,1987,Separately
7896,28.0,14000,22500,1987,Separately
7897,35.0,22500,45000,1987,Separately
7898,38.5,45000,10000000,1987,Separately
7899,11.0,0,1800,1987,Single
7900,15.0,1800,16800,1987,Single
7901,28.0,16800,27000,1987,Single
7902,35.0,27000,54000,1987,Single
7903,38.5,54000,10000000,1987,Single
7904,0.0,0,2480,1988,Head
7905,11.0,2480,4750,1988,Head
7906,12.0,4750,7010,1988,Head
7907,14.0,7010,9390,1988,Head
7908,17.0,9390,12730,1988,Head
7909,18.0,12730,16190,1988,Head
7910,20.0,16190,19640,1988,Head
7911,24.0,19640,25360,1988,Head
7912,28.0,25360,31080,1988,Head
7913,32.0,31080,36800,1988,Head
7914,35.0,36800,48240,1988,Head
7915,42.0,48240,65390,1988,Head
7916,45.0,65390,88270,1988,Head
7917,48.0,88270,116870,1988,Head
7918,50.0,116870,10000000,1988,Head
7919,0.0,0,3670,1988,Jointly
7920,11.0,3670,5940,1988,Jointly
7921,12.0,5940,8200,1988,Jointly
7922,14.0,8200,12840,1988,Jointly
7923,16.0,12840,17270,1988,Jointly
7924,18.0,17270,21800,1988,Jointly
7925,22.0,21800,26550,1988,Jointly
7926,25.0,26550,32270,1988,Jointly
7927,28.0,32270,37980,1988,Jointly
7928,33.0,37980,49420,1988,Jointly
7929,38.0,49420,64750,1988,Jointly
7930,42.0,64750,92370,1988,Jointly
7931,45.0,92370,118050,1988,Jointly
7932,49.0,118050,175250,1988,Jointly
7933,50.0,175250,10000000,1988,Jointly
7934,0.0,0,183,1988,Separately
7935,11.0,1835,2970,1988,Separately
7936,12.0,2970,4100,1988,Separately
7937,14.0,4100,6420,1988,Separately
7938,16.0,6420,8630,1988,Separately
7939,18.0,8635,10900,1988,Separately
7940,22.0,10900,13270,1988,Separately
7941,25.0,13275,16130,1988,Separately
7942,28.0,16135,18990,1988,Separately
7943,33.0,18990,24710,1988,Separately
7944,38.0,24710,32370,1988,Separately
7945,42.0,32375,46180,1988,Separately
7946,45.0,46185,59020,1988,Separately
7947,49.0,59025,87620,1988,Separately
7948,50.0,87625,10000000,1988,Separately
7949,0.0,0,2480,1988,Single
7950,11.0,2480,3670,1988,Single
7951,12.0,3670,4750,1988,Single
7952,14.0,4750,7010,1988,Single
7953,15.0,7010,9170,1988,Single
7954,16.0,9170,11650,1988,Single
7955,18.0,11650,13920,1988,Single
7956,20.0,13920,16190,1988,Single
7957,23.0,16190,19640,1988,Single
7958,26.0,19640,25360,1988,Single
7959,30.0,25360,31080,1988,Single
7960,34.0,31080,36800,1988,Single
7961,38.0,36800,44780,1988,Single
7962,42.0,44780,59670,1988,Single
7963,48.0,59670,88270,1988,Single
7964,50.0,88270,10000000,1988,Single
7965,28.0,29600,76400,1989,Head
7966,31.0,76400,127500,1989,Head
7967,36.0,127500,250000,1989,Head
7968,39.6,250000,10000000,1989,Head
7969,15.0,0,36900,1989,Jointly
7970,28.0,36900,89150,1989,Jointly
7971,31.0,89150,140000,1989,Jointly
7972,36.0,140000,250000,1989,Jointly
7973,39.6,250000,10000000,1989,Jointly
7974,15.0,0,1845,1989,Separately
7975,28.0,18450,44570,1989,Separately
7976,31.0,44575,70000,1989,Separately
7977,36.0,70000,125000,1989,Separately
7978,39.6,125000,10000000,1989,Separately
7979,28.0,22100,53500,1989,Single
7980,31.0,53500,115000,1989,Single
7981,36.0,115000,250000,1989,Single
7982,39.6,250000,10000000,1989,Single
7983,15.0,0,28750,1990,Head
7984,28.0,28750,74150,1990,Head
7985,31.0,74150,10000000,1990,Head
7986,15.0,0,35800,1990,Jointly
7987,28.0,35800,86500,1990,Jointly
7988,31.0,86500,10000000,1990,Jointly
7989,15.0,0,1790,1990,Separately
7990,28.0,17900,43250,1990,Separately
7991,31.0,43250,10000000,1990,Separately
7992,15.0,0,21450,1990,Single
7993,28.0,21450,51900,1990,Single
7994,31.0,51900,10000000,1990,Single
7995,15.0,0,27300,1991,Head
7996,28.0,27300,70450,1991,Head
7997,31.0,70450,10000000,1991,Head
7998,15.0,0,34000,1991,Jointly
7999,28.0,34000,82150,1991,Jointly
8000,31.0,82150,10000000,1991,Jointly
8001,15.0,0,1700,1991,Separately
8002,28.0,17000,41070,1991,Separately
8003,31.0,41075,10000000,1991,Separately
8004,15.0,0,20350,1991,Single
8005,28.0,20350,49300,1991,Single
8006,31.0,49300,10000000,1991,Single
8007,15.0,0,26050,1992,Head
8008,28.0,26050,10000000,1992,Head
8009,15.0,0,32450,1992,Jointly
8010,28.0,32450,10000000,1992,Jointly
8011,15.0,0,1622,1992,Separately
8012,28.0,16225,10000000,1992,Separately
8013,15.0,0,19450,1992,Single
8014,28.0,19450,10000000,1992,Single
8015,15.0,0,24850,1993,Head
8016,28.0,24850,10000000,1993,Head
8017,15.0,0,30950,1993,Jointly
8018,28.0,30950,10000000,1993,Jointly
8019,15.0,0,1547,1993,Separately
8020,28.0,15475,10000000,1993,Separately
8021,15.0,0,18550,1993,Single
8022,28.0,18550,10000000,1993,Single
8023,28.0,33950,87700,1994,Head
8024,31.0,87700,142000,1994,Head
8025,36.0,142000,278450,1994,Head
8026,39.6,278450,10000000,1994,Head
8027,15.0,0,42350,1994,Jointly
8028,28.0,42350,102300,1994,Jointly
8029,31.0,102300,155950,1994,Jointly
8030,36.0,155950,278450,1994,Jointly
8031,39.6,278450,10000000,1994,Jointly
8032,15.0,0,2117,1994,Separately
8033,28.0,21175,51150,1994,Separately
8034,31.0,51150,77970,1994,Separately
8035,36.0,77975,139220,1994,Separately
8036,39.6,139225,10000000,1994,Separately
8037,28.0,25350,61400,1994,Single
8038,31.0,61400,128100,1994,Single
8039,36.0,128100,278450,1994,Single
8040,39.6,278450,10000000,1994,Single
8041,15.0,0,33050,1995,Head
8042,28.0,33050,85350,1995,Head
8043,31.0,85350,138200,1995,Head
8044,36.0,138200,271050,1995,Head
8045,39.6,271050,10000000,1995,Head
8046,15.0,0,41200,1995,Jointly
8047,28.0,41200,99600,1995,Jointly
8048,31.0,99600,151750,1995,Jointly
8049,36.0,151750,271050,1995,Jointly
8050,39.6,271050,10000000,1995,Jointly
8051,15.0,0,2060,1995,Separately
8052,28.0,20600,49800,1995,Separately
8053,31.0,49800,75870,1995,Separately
8054,36.0,75875,135520,1995,Separately
8055,39.6,135525,10000000,1995,Separately
8056,15.0,0,24650,1995,Single
8057,28.0,24650,59750,1995,Single
8058,31.0,59750,124650,1995,Single
8059,36.0,124650,271050,1995,Single
8060,39.6,271050,10000000,1995,Single
8061,15.0,0,32150,1996,Head
8062,28.0,32150,83050,1996,Head
8063,31.0,83050,134500,1996,Head
8064,36.0,134500,263750,1996,Head
8065,39.6,263750,10000000,1996,Head
8066,15.0,0,40100,1996,Jointly
8067,28.0,40100,96900,1996,Jointly
8068,31.0,96900,147700,1996,Jointly
8069,36.0,147700,263750,1996,Jointly
8070,39.6,263750,10000000,1996,Jointly
8071,15.0,0,2005,1996,Separately
8072,28.0,20050,48450,1996,Separately
8073,31.0,48450,73850,1996,Separately
8074,36.0,73850,131870,1996,Separately
8075,39.6,131875,10000000,1996,Separately
8076,15.0,0,24000,1996,Single
8077,28.0,24000,58150,1996,Single
8078,31.0,58150,121300,1996,Single
8079,36.0,121300,263750,1996,Single
8080,39.6,263750,10000000,1996,Single
8081,15.0,0,31250,1997,Head
8082,28.0,31250,80750,1997,Head
8083,31.0,80750,130800,1997,Head
8084,36.0,130800,256500,1997,Head
8085,39.6,256500,10000000,1997,Head
8086,15.0,0,39000,1997,Jointly
8087,28.0,39000,94250,1997,Jointly
8088,31.0,94250,143600,1997,Jointly
8089,36.0,143600,256500,1997,Jointly
8090,39.6,256500,10000000,1997,Jointly
8091,15.0,0,1950,1997,Separately
8092,28.0,19500,47120,1997,Separately
8093,31.0,47125,71800,1997,Separately
8094,36.0,71800,128250,1997,Separately
8095,39.6,128250,10000000,1997,Separately
8096,15.0,0,23350,1997,Single
8097,28.0,23350,56550,1997,Single
8098,31.0,56550,117950,1997,Single
8099,36.0,117950,256500,1997,Single
8100,39.6,256500,10000000,1997,Single
8101,15.0,0,30500,1998,Head
8102,28.0,30500,78700,1998,Head
8103,31.0,78700,127500,1998,Head
8104,36.0,127500,250000,1998,Head
8105,39.6,250000,10000000,1998,Head
8106,15.0,0,38000,1998,Jointly
8107,28.0,38000,91850,1998,Jointly
8108,31.0,91850,140000,1998,Jointly
8109,36.0,140000,250000,1998,Jointly
8110,39.6,250000,10000000,1998,Jointly
8111,15.0,0,1900,1998,Separately
8112,28.0,19000,45920,1998,Separately
8113,31.0,45925,70000,1998,Separately
8114,36.0,70000,125000,1998,Separately
8115,39.6,125000,10000000,1998,Separately
8116,15.0,0,22750,1998,Single
8117,28.0,22750,55100,1998,Single
8118,31.0,55100,115000,1998,Single
8119,36.0,115000,250000,1998,Single
8120,39.6,250000,10000000,1998,Single
8121,15.0,10000,38050,1999,Head
8122,25.0,38050,98250,1999,Head
8123,28.0,98250,159100,1999,Head
8124,33.0,159100,311950,1999,Head
8125,35.0,311950,10000000,1999,Head
8126,10.0,0,14000,1999,Jointly
8127,15.0,14000,56800,1999,Jointly
8128,25.0,56800,114650,1999,Jointly
8129,28.0,114650,174700,1999,Jointly
8130,33.0,174700,311950,1999,Jointly
8131,35.0,311950,10000000,1999,Jointly
8132,10.0,0,700,1999,Separately
8133,15.0,7000,23720,1999,Separately
8134,25.0,23725,57320,1999,Separately
8135,28.0,57325,87350,1999,Separately
8136,33.0,87350,155970,1999,Separately
8137,35.0,155975,10000000,1999,Separately
8138,15.0,7000,28400,1999,Single
8139,25.0,28400,68800,1999,Single
8140,28.0,68800,143500,1999,Single
8141,33.0,143500,311950,1999,Single
8142,35.0,311950,10000000,1999,Single
8143,10.0,0,10000,2000,Head
8144,15.0,10000,37450,2000,Head
8145,27.0,37450,96700,2000,Head
8146,30.0,96700,156600,2000,Head
8147,35.0,156600,307050,2000,Head
8148,38.6,307050,10000000,2000,Head
8149,10.0,0,12000,2000,Jointly
8150,15.0,12000,46700,2000,Jointly
8151,27.0,46700,112850,2000,Jointly
8152,30.0,112850,171950,2000,Jointly
8153,35.0,171950,307050,2000,Jointly
8154,38.6,307050,10000000,2000,Jointly
8155,10.0,0,600,2000,Separately
8156,15.0,6000,23350,2000,Separately
8157,27.0,23350,56420,2000,Separately
8158,30.0,56425,85970,2000,Separately
8159,35.0,85975,153520,2000,Separately
8160,38.6,153525,10000000,2000,Separately
8161,10.0,0,6000,2000,Single
8162,15.0,6000,27950,2000,Single
8163,27.0,27950,67700,2000,Single
8164,30.0,67700,141250,2000,Single
8165,35.0,141250,307050,2000,Single
8166,38.6,307050,10000000,2000,Single
8167,15.0,0,36250,2001,Head
8168,27.5,36250,93650,2001,Head
8169,30.5,93650,151650,2001,Head
8170,35.5,151650,297350,2001,Head
8171,39.1,297350,10000000,2001,Head
8172,15.0,0,45200,2001,Jointly
8173,27.5,45200,109250,2001,Jointly
8174,30.5,109250,166500,2001,Jointly
8175,35.5,166500,297350,2001,Jointly
8176,39.1,297350,10000000,2001,Jointly
8177,15.0,0,2260,2001,Separately
8178,27.5,22600,54620,2001,Separately
8179,30.5,54625,83250,2001,Separately
8180,35.5,83250,148670,2001,Separately
8181,39.1,148675,10000000,2001,Separately
8182,15.0,0,27050,2001,Single
8183,27.5,27050,65550,2001,Single
8184,30.5,65550,136750,2001,Single
